temp,hum,windspeed,atemp,cnt
0.44,0.54,0.0,0.4394,238
0.4,0.62,0.1642,0.4091,431
0.38,0.66,0.194,0.3939,411
0.38,0.66,0.0,0.3939,224
0.36,0.66,0.0,0.3788,147
0.36,0.66,0.0896,0.3636,143
0.36,0.66,0.0,0.3788,107
0.38,0.62,0.0,0.3939,53
0.34,0.71,0.1343,0.3333,25
0.36,0.66,0.1045,0.3636,11
0.36,0.71,0.0,0.3788,4
0.36,0.71,0.0,0.3788,2
0.36,0.71,0.0,0.3788,2
0.38,0.82,0.1045,0.3939,28
0.36,0.87,0.0,0.3788,76
0.36,0.87,0.1045,0.3636,229
0.36,0.93,0.0,0.3788,405
0.4,0.87,0.2239,0.4091,234
0.48,0.82,0.4179,0.4697,89
0.48,0.82,0.4179,0.4697,56
0.46,0.88,0.3881,0.4545,61
0.44,0.94,0.2985,0.4394,58
0.48,0.88,0.3582,0.4697,51
0.48,0.88,0.3881,0.4697,61
0.44,1.0,0.3284,0.4394,101
0.44,1.0,0.3284,0.4394,229
0.44,1.0,0.2985,0.4394,280
0.5,0.94,0.3284,0.4848,209
0.5,0.94,0.3582,0.4848,167
0.5,0.88,0.2836,0.4848,123
0.5,0.88,0.2537,0.4848,105
0.5,0.88,0.194,0.4848,54
0.5,0.82,0.1045,0.4848,27
0.44,0.94,0.0896,0.4394,15
0.48,0.82,0.1045,0.4697,11
0.44,0.67,0.1642,0.4394,6
0.38,0.82,0.1343,0.3939,3
0.38,0.82,0.0,0.3939,16
0.36,0.87,0.0,0.3788,64
0.34,0.93,0.0,0.3636,186
0.36,0.87,0.0,0.3788,343
0.38,0.87,0.0896,0.3939,228
0.4,0.82,0.0896,0.4091,141
0.44,0.77,0.0,0.4394,145
0.48,0.55,0.0,0.4697,202
0.46,0.63,0.0,0.4545,188
0.46,0.63,0.0,0.4545,159
0.48,0.59,0.0,0.4697,214
0.46,0.63,0.0,0.4545,256
0.44,0.67,0.1642,0.4394,356
0.44,0.62,0.0896,0.4394,288
0.44,0.62,0.0,0.4394,142
0.42,0.71,0.0,0.4242,33
0.42,0.71,0.0,0.4242,17
0.36,0.93,0.1045,0.3636,17
0.4,0.87,0.0,0.4091,11
0.4,0.87,0.194,0.4091,9
0.4,0.87,0.194,0.4091,12
0.38,0.94,0.1343,0.3939,13
0.38,0.94,0.1343,0.3939,4
0.38,0.94,0.2836,0.3939,2
0.36,0.93,0.194,0.3485,8
0.38,0.82,0.2537,0.3939,40
0.38,0.82,0.2239,0.3939,92
0.4,0.76,0.2537,0.4091,182
0.4,0.66,0.2985,0.4091,156
0.4,0.62,0.3582,0.4091,104
0.4,0.58,0.4478,0.4091,174
0.4,0.54,0.5224,0.4091,170
0.4,0.5,0.4627,0.4091,194
0.4,0.54,0.4179,0.4091,200
0.38,0.54,0.3582,0.3939,203
0.38,0.5,0.2985,0.3939,181
0.36,0.53,0.2239,0.3485,140
0.36,0.5,0.2537,0.3333,95
0.34,0.53,0.194,0.3333,76
0.32,0.61,0.3284,0.303,50
0.32,0.61,0.2239,0.303,32
0.32,0.66,0.194,0.3182,47
0.32,0.66,0.1343,0.3333,25
0.32,0.7,0.1642,0.3182,23
0.32,0.66,0.0,0.3485,16
0.32,0.66,0.0896,0.3333,26
0.32,0.7,0.0896,0.3333,5
0.32,0.66,0.1642,0.3182,3
0.32,0.66,0.1642,0.3182,4
0.3,0.75,0.1642,0.303,10
0.3,0.7,0.3582,0.2727,10
0.28,0.7,0.194,0.2727,27
0.3,0.45,0.4179,0.2727,56
0.3,0.42,0.4925,0.2576,56
0.32,0.39,0.3582,0.2879,71
0.34,0.39,0.2836,0.3182,94
0.34,0.39,0.2985,0.303,121
0.34,0.39,0.2985,0.303,85
0.32,0.39,0.2239,0.303,97
0.32,0.42,0.194,0.3182,99
0.28,0.45,0.1343,0.2879,68
0.3,0.42,0.0896,0.3182,35
0.3,0.52,0.0896,0.3182,25
0.26,0.56,0.1343,0.2727,24
0.26,0.56,0.1642,0.2576,19
0.24,0.52,0.0,0.2879,20
0.24,0.56,0.0,0.2576,17
0.24,0.6,0.194,0.2273,6
0.22,0.69,0.1343,0.2273,4
0.22,0.75,0.0896,0.2576,2
0.22,0.72,0.0,0.2727,4
0.2,0.75,0.1045,0.2273,1
0.2,0.75,0.1045,0.2273,1
0.22,0.8,0.1045,0.2424,4
0.2,0.8,0.1642,0.2121,5
0.24,0.87,0.1642,0.2424,23
0.26,0.81,0.2537,0.2424,43
0.3,0.7,0.1642,0.303,85
0.3,0.75,0.2985,0.2727,66
0.32,0.7,0.2537,0.303,79
0.34,0.61,0.2537,0.3182,86
0.34,0.61,0.194,0.3333,91
0.36,0.57,0.1045,0.3636,86
0.34,0.61,0.1343,0.3333,44
0.32,0.7,0.194,0.3182,30
0.32,0.57,0.1343,0.3333,16
0.32,0.49,0.0896,0.3333,26
0.3,0.56,0.1343,0.303,19
0.28,0.61,0.1642,0.2727,17
0.26,0.65,0.1343,0.2727,16
0.22,0.75,0.1642,0.2273,11
0.28,0.56,0.194,0.2727,10
0.34,0.46,0.2239,0.3182,7
0.34,0.46,0.2985,0.303,2
0.34,0.42,0.3881,0.303,4
0.32,0.45,0.2836,0.303,4
0.32,0.45,0.194,0.3182,19
0.32,0.45,0.1343,0.3333,18
0.34,0.46,0.2985,0.303,62
0.34,0.42,0.5224,0.2879,70
0.34,0.46,0.5821,0.2879,91
0.36,0.43,0.4627,0.3182,100
0.38,0.4,0.2985,0.3939,140
0.38,0.4,0.3284,0.3939,153
0.38,0.4,0.2537,0.3939,131
0.36,0.43,0.2836,0.3333,97
0.34,0.46,0.2239,0.3182,97
0.32,0.49,0.0896,0.3333,75
0.3,0.65,0.0896,0.3182,65
0.3,0.56,0.0896,0.3182,56
0.26,0.7,0.0,0.303,49
0.26,0.7,0.0,0.303,27
0.26,0.7,0.1045,0.2727,29
0.26,0.7,0.1642,0.2576,12
0.26,0.7,0.1343,0.2727,6
0.26,0.7,0.1343,0.2727,4
0.3,0.61,0.2239,0.2879,3
0.3,0.65,0.2239,0.2879,3
0.3,0.64,0.2836,0.2727,8
0.3,0.61,0.2985,0.2727,35
0.3,0.65,0.2836,0.2879,80
0.3,0.65,0.1642,0.303,164
0.32,0.66,0.1045,0.3333,104
0.32,0.66,0.0896,0.3333,60
0.32,0.66,0.1045,0.3333,30
0.3,0.81,0.0896,0.3182,24
0.3,0.87,0.1343,0.303,20
0.42,0.82,0.3881,0.4242,14
0.42,0.82,0.3881,0.4242,19
0.44,0.88,0.3284,0.4394,46
0.4,0.87,0.1343,0.4091,115
0.38,0.87,0.2836,0.3939,135
0.34,0.87,0.1642,0.3333,90
0.32,0.93,0.0896,0.3333,69
0.32,0.87,0.0896,0.3333,63
0.32,0.87,0.0896,0.3333,32
0.3,0.93,0.1343,0.303,26
0.32,0.87,0.1642,0.3182,10
0.32,0.76,0.1642,0.3182,12
0.32,0.61,0.2537,0.303,7
0.32,0.61,0.2537,0.303,4
0.32,0.57,0.3582,0.2879,9
0.32,0.57,0.2537,0.303,43
0.32,0.57,0.2537,0.303,110
0.32,0.57,0.3582,0.2879,217
0.32,0.57,0.3284,0.303,189
0.34,0.57,0.2239,0.3182,96
0.36,0.46,0.3582,0.3333,111
0.34,0.46,0.5522,0.2879,140
0.34,0.39,0.4627,0.2879,159
0.32,0.39,0.3881,0.2879,120
0.32,0.36,0.4179,0.2879,117
0.3,0.36,0.4179,0.2727,167
0.28,0.38,0.2537,0.2727,250
0.26,0.38,0.3284,0.2273,169
0.24,0.41,0.2537,0.2273,151
0.24,0.41,0.2239,0.2273,79
0.22,0.44,0.1343,0.2273,70
0.22,0.44,0.1045,0.2424,33
0.22,0.44,0.2537,0.2121,39
0.22,0.47,0.194,0.2273,28
0.22,0.47,0.2239,0.2121,15
0.2,0.51,0.1045,0.2273,3
0.2,0.55,0.194,0.197,2
0.2,0.55,0.1642,0.2121,3
0.2,0.55,0.1045,0.2273,10
0.2,0.59,0.0,0.2576,41
0.18,0.64,0.0896,0.2121,106
0.2,0.64,0.0,0.2576,210
0.2,0.64,0.1343,0.2121,170
0.22,0.64,0.1642,0.2273,110
0.24,0.6,0.0896,0.2576,122
0.26,0.56,0.1045,0.2727,130
0.28,0.52,0.1045,0.2879,131
0.3,0.52,0.0,0.3333,142
0.3,0.52,0.0896,0.3182,177
0.3,0.52,0.1642,0.303,177
0.3,0.61,0.1642,0.303,240
0.3,0.56,0.1343,0.303,207
0.3,0.56,0.1045,0.3182,135
0.28,0.65,0.1045,0.2879,96
0.28,0.61,0.1343,0.2879,68
0.28,0.65,0.1343,0.2879,55
0.3,0.65,0.1642,0.303,45
0.28,0.7,0.1343,0.2879,30
0.26,0.65,0.0896,0.2879,20
0.24,0.7,0.1045,0.2576,12
0.24,0.7,0.1045,0.2576,6
0.24,0.7,0.0896,0.2576,2
0.22,0.75,0.0896,0.2576,10
0.24,0.7,0.0896,0.2576,32
0.24,0.75,0.0896,0.2576,95
0.24,0.75,0.0896,0.2576,205
0.26,0.75,0.0,0.303,194
0.3,0.65,0.2537,0.2879,118
0.32,0.66,0.194,0.3182,171
0.32,0.57,0.1343,0.3333,197
0.36,0.53,0.1343,0.3485,207
0.4,0.47,0.0896,0.4091,245
0.42,0.44,0.0,0.4242,292
0.42,0.47,0.194,0.4242,283
0.38,0.54,0.1642,0.3939,242
0.36,0.62,0.1343,0.3485,182
0.34,0.49,0.4179,0.303,112
0.34,0.66,0.1045,0.3485,91
0.36,0.66,0.1045,0.3636,95
0.34,0.71,0.1642,0.3333,85
0.36,0.66,0.2537,0.3333,73
0.38,0.62,0.3284,0.3939,44
0.4,0.62,0.2836,0.4091,35
0.4,0.62,0.2836,0.4091,28
0.4,0.62,0.2836,0.4091,18
0.38,0.71,0.2239,0.3939,10
0.36,0.76,0.2239,0.3485,1
0.4,0.71,0.0896,0.4091,6
0.38,0.76,0.0,0.3939,19
0.34,0.81,0.1343,0.3333,49
0.38,0.76,0.0,0.3939,90
0.4,0.76,0.1642,0.4091,128
0.42,0.71,0.1642,0.4242,217
0.52,0.39,0.2985,0.5,273
0.5,0.42,0.4925,0.4848,313
0.46,0.51,0.3284,0.4545,300
0.46,0.47,0.4925,0.4545,253
0.44,0.51,0.3881,0.4394,195
0.42,0.54,0.194,0.4242,129
0.42,0.54,0.1343,0.4242,93
0.42,0.54,0.2239,0.4242,92
0.42,0.54,0.2239,0.4242,71
0.4,0.58,0.194,0.4091,52
0.38,0.62,0.1343,0.3939,38
0.36,0.66,0.0,0.3788,31
0.36,0.66,0.0,0.3788,48
0.36,0.66,0.1343,0.3485,93
0.32,0.76,0.0,0.3485,75
0.3,0.81,0.0,0.3333,52
0.28,0.81,0.0896,0.303,8
0.28,0.81,0.1045,0.2879,5
0.26,0.93,0.1343,0.2727,2
0.26,0.93,0.1642,0.2576,7
0.26,0.87,0.1045,0.2727,14
0.26,0.93,0.1045,0.2727,40
0.3,0.81,0.1045,0.3182,70
0.34,0.76,0.1343,0.3333,138
0.4,0.62,0.2836,0.4091,201
0.42,0.58,0.2836,0.4242,223
0.44,0.54,0.2985,0.4394,267
0.46,0.51,0.2985,0.4545,265
0.44,0.54,0.2985,0.4394,215
0.48,0.48,0.1642,0.4697,111
0.46,0.59,0.2537,0.4545,106
0.42,0.67,0.3881,0.4242,105
0.44,0.62,0.2985,0.4394,83
0.44,0.67,0.2537,0.4394,71
0.46,0.55,0.4179,0.4545,66
0.44,0.51,0.2985,0.4394,29
0.4,0.4,0.4627,0.4091,39
0.36,0.43,0.4179,0.3333,12
0.36,0.34,0.4478,0.3182,7
0.28,0.45,0.3284,0.2576,4
0.28,0.45,0.3284,0.2576,4
0.26,0.41,0.3881,0.2273,14
0.24,0.32,0.3881,0.2121,16
0.24,0.35,0.2537,0.2273,53
0.24,0.35,0.0,0.2576,68
0.26,0.35,0.2836,0.2424,109
0.26,0.35,0.4925,0.2121,175
0.28,0.36,0.2537,0.2727,202
0.3,0.36,0.2985,0.2727,176
0.3,0.36,0.4179,0.2727,151
0.28,0.38,0.4478,0.2424,168
0.26,0.35,0.4179,0.2273,154
0.26,0.35,0.3881,0.2273,153
0.26,0.33,0.2537,0.2424,126
0.24,0.38,0.2239,0.2273,93
0.24,0.41,0.2239,0.2273,88
0.24,0.41,0.3284,0.2121,66
0.22,0.44,0.2836,0.2121,39
0.22,0.44,0.2537,0.2121,34
0.2,0.51,0.2537,0.197,13
0.18,0.55,0.2239,0.1818,6
0.18,0.51,0.2537,0.1667,3
0.16,0.55,0.2836,0.1364,2
0.16,0.55,0.2537,0.1515,5
0.14,0.54,0.194,0.1364,12
0.14,0.59,0.2836,0.1212,85
0.14,0.59,0.2537,0.1212,170
0.16,0.55,0.2836,0.1364,354
0.16,0.5,0.2836,0.1364,153
0.16,0.47,0.4627,0.1212,60
0.18,0.37,0.5224,0.1364,75
0.18,0.37,0.5224,0.1364,74
0.18,0.34,0.6567,0.1212,73
0.16,0.43,0.5224,0.1212,79
0.16,0.37,0.4179,0.1212,77
0.14,0.39,0.5821,0.0909,136
0.14,0.26,0.4627,0.1061,245
0.14,0.26,0.5224,0.0909,224
0.12,0.28,0.4179,0.0909,156
0.12,0.33,0.2537,0.1212,115
0.1,0.36,0.2239,0.1061,68
0.1,0.46,0.2537,0.1061,33
0.1,0.46,0.3881,0.0758,18
0.08,0.42,0.3284,0.0606,9
0.04,0.38,0.2985,0.0303,3
0.02,0.34,0.2836,0.0152,1
0.02,0.34,0.2836,0.0152,1
0.02,0.41,0.194,0.0455,2
0.02,0.41,0.194,0.0455,14
0.02,0.41,0.1642,0.0455,59
0.02,0.44,0.194,0.0455,152
0.02,0.44,0.1343,0.0606,315
0.04,0.45,0.1343,0.0606,180
0.06,0.45,0.0,0.1061,64
0.08,0.42,0.0896,0.1212,46
0.1,0.46,0.194,0.1061,84
0.14,0.43,0.2537,0.1212,91
0.14,0.46,0.2537,0.1212,75
0.18,0.37,0.3284,0.1515,90
0.18,0.4,0.2836,0.1667,131
0.2,0.4,0.194,0.197,281
0.2,0.37,0.1343,0.2121,289
0.2,0.4,0.1045,0.2273,184
0.2,0.4,0.194,0.197,123
0.2,0.44,0.0,0.2576,90
0.2,0.47,0.0896,0.2273,52
0.2,0.44,0.1045,0.2273,32
0.22,0.47,0.194,0.2273,14
0.2,0.51,0.0896,0.2273,5
0.2,0.51,0.0896,0.2273,4
0.2,0.61,0.0,0.2576,4
0.2,0.59,0.0896,0.2273,5
0.2,0.59,0.0896,0.2273,26
0.2,0.75,0.1343,0.2121,78
0.2,0.69,0.0896,0.2273,215
0.2,0.75,0.0,0.2576,388
0.22,0.69,0.0,0.2727,227
0.24,0.52,0.0896,0.2576,86
0.3,0.49,0.0,0.3333,84
0.3,0.49,0.2537,0.2879,120
0.34,0.42,0.2985,0.303,118
0.34,0.39,0.2836,0.3182,117
0.36,0.34,0.2836,0.3333,119
0.36,0.34,0.2836,0.3333,197
0.36,0.34,0.194,0.3485,412
0.34,0.36,0.1642,0.3333,383
0.34,0.34,0.0896,0.3485,265
0.3,0.49,0.0,0.3333,177
0.26,0.6,0.1343,0.2727,97
0.26,0.6,0.1642,0.2576,71
0.24,0.7,0.1045,0.2576,60
0.22,0.75,0.0896,0.2576,25
0.22,0.75,0.0,0.2727,8
0.22,0.69,0.1642,0.2273,5
0.22,0.69,0.1045,0.2424,4
0.22,0.69,0.1343,0.2273,3
0.2,0.8,0.1343,0.2121,13
0.22,0.73,0.1045,0.2424,70
0.24,0.65,0.0,0.2879,205
0.24,0.7,0.1343,0.2424,447
0.24,0.7,0.1642,0.2424,241
0.26,0.65,0.194,0.2576,116
0.3,0.56,0.1642,0.303,138
0.36,0.5,0.2537,0.3333,191
0.4,0.43,0.2836,0.4091,204
0.46,0.36,0.194,0.4545,178
0.52,0.27,0.2537,0.5,222
0.52,0.27,0.2836,0.5,294
0.46,0.36,0.2239,0.4545,476
0.5,0.29,0.2537,0.4848,419
0.46,0.33,0.2836,0.4545,272
0.42,0.41,0.194,0.4242,177
0.4,0.43,0.2239,0.4091,154
0.36,0.5,0.194,0.3485,135
0.36,0.5,0.0,0.3788,101
0.36,0.5,0.1642,0.3485,79
0.38,0.46,0.1642,0.3939,62
0.36,0.5,0.1045,0.3636,38
0.32,0.57,0.1045,0.3333,20
0.32,0.57,0.0896,0.3333,10
0.26,0.75,0.1045,0.2727,9
0.26,0.75,0.1045,0.2727,7
0.22,0.87,0.194,0.2273,20
0.24,0.75,0.1045,0.2576,64
0.22,0.8,0.1343,0.2273,130
0.28,0.75,0.0896,0.303,203
0.34,0.57,0.2239,0.3182,324
0.4,0.43,0.2239,0.4091,376
0.44,0.44,0.194,0.4394,445
0.5,0.42,0.2836,0.4848,512
0.58,0.37,0.2985,0.5455,449
0.56,0.37,0.2836,0.5303,401
0.54,0.43,0.1343,0.5152,322
0.54,0.45,0.1343,0.5152,297
0.52,0.42,0.1045,0.5,215
0.5,0.39,0.2537,0.4848,170
0.44,0.44,0.2239,0.4394,140
0.44,0.38,0.2537,0.4394,109
0.42,0.38,0.2239,0.4242,119
0.38,0.4,0.2836,0.3939,91
0.34,0.42,0.194,0.3333,72
0.36,0.37,0.2836,0.3333,67
0.34,0.42,0.1343,0.3333,32
0.32,0.49,0.2537,0.303,6
0.32,0.49,0.1045,0.3333,2
0.3,0.52,0.0,0.3333,2
0.3,0.52,0.0,0.3333,24
0.3,0.52,0.1343,0.303,57
0.32,0.53,0.1343,0.3333,125
0.34,0.49,0.1642,0.3333,208
0.36,0.46,0.2239,0.3485,256
0.38,0.43,0.2239,0.3939,351
0.4,0.37,0.2985,0.4091,343
0.4,0.4,0.194,0.4091,328
0.4,0.37,0.2836,0.4091,330
0.4,0.37,0.2985,0.4091,314
0.38,0.4,0.2239,0.3939,219
0.34,0.46,0.2239,0.3182,181
0.32,0.49,0.194,0.3182,112
0.3,0.52,0.1642,0.303,126
0.28,0.56,0.2239,0.2727,91
0.26,0.6,0.1045,0.2727,58
0.26,0.56,0.2537,0.2424,30
0.24,0.6,0.2239,0.2273,15
0.24,0.6,0.1343,0.2424,5
0.24,0.56,0.1343,0.2424,5
0.24,0.52,0.1642,0.2424,3
0.22,0.64,0.1045,0.2424,4
0.2,0.64,0.0896,0.2273,21
0.22,0.6,0.1343,0.2273,88
0.22,0.6,0.1045,0.2424,240
0.22,0.55,0.0896,0.2576,420
0.22,0.64,0.0,0.2727,197
0.24,0.6,0.0,0.2879,108
0.26,0.56,0.0896,0.2879,88
0.26,0.56,0.1045,0.2727,103
0.26,0.56,0.1045,0.2727,80
0.22,0.75,0.1642,0.2273,50
0.22,0.75,0.1642,0.2273,69
0.22,0.87,0.0896,0.2576,49
0.22,0.87,0.0,0.2727,152
0.2,0.86,0.0896,0.2273,164
0.2,0.93,0.0896,0.2273,190
0.2,0.86,0.0896,0.2273,132
0.2,0.93,0.0,0.2576,79
0.2,0.92,0.1045,0.2273,62
0.22,0.87,0.1045,0.2424,52
0.22,0.87,0.1045,0.2424,14
0.22,0.93,0.1045,0.2424,5
0.22,0.87,0.1642,0.2273,4
0.2,0.86,0.1642,0.2121,4
0.4,0.47,0.2239,0.4091,23
0.18,0.93,0.194,0.1818,79
0.18,0.93,0.1642,0.197,222
0.18,0.93,0.1642,0.197,471
0.18,0.93,0.1642,0.197,195
0.18,0.93,0.1642,0.197,83
0.42,0.38,0.2985,0.4242,101
0.42,0.38,0.2985,0.4242,140
0.42,0.38,0.2985,0.4242,178
0.42,0.38,0.2985,0.4242,106
0.42,0.38,0.2985,0.4242,136
0.42,0.38,0.3582,0.4242,240
0.42,0.38,0.2537,0.4242,460
0.4,0.4,0.1045,0.4091,385
0.38,0.46,0.1045,0.3939,281
0.34,0.53,0.1045,0.3485,200
0.32,0.66,0.0896,0.3333,116
0.3,0.7,0.0896,0.303,114
0.26,0.81,0.1045,0.2727,41
0.26,0.81,0.0,0.303,28
0.24,0.87,0.0896,0.2576,7
0.2,0.85,0.1642,0.2121,5
0.22,0.8,0.0,0.2727,4
0.2,0.8,0.1343,0.2121,2
0.2,0.8,0.1343,0.2121,22
0.2,0.86,0.1343,0.2121,74
0.2,0.8,0.1343,0.2121,256
0.2,0.82,0.1045,0.2273,499
0.2,0.86,0.1343,0.2121,225
0.24,0.87,0.1343,0.2424,97
0.26,0.87,0.0896,0.2879,99
0.3,0.81,0.0,0.3333,55
0.32,0.76,0.0,0.3485,65
0.32,0.81,0.1045,0.3333,73
0.34,0.87,0.0896,0.3485,79
0.34,0.87,0.2537,0.3182,118
0.34,0.87,0.2239,0.3182,134
0.34,0.87,0.194,0.3333,98
0.32,0.93,0.2239,0.303,93
0.32,0.93,0.1642,0.3182,57
0.34,0.87,0.2239,0.3182,29
0.34,0.87,0.194,0.3333,49
0.34,0.87,0.2239,0.3182,9
0.34,0.93,0.194,0.3333,3
0.36,0.93,0.194,0.3485,3
0.36,0.93,0.2537,0.3485,2
0.36,0.93,0.2537,0.3485,3
0.36,0.93,0.194,0.3485,2
0.34,0.93,0.0896,0.3485,16
0.36,0.93,0.1343,0.3485,89
0.34,0.87,0.2836,0.3182,220
0.32,0.81,0.194,0.3182,508
0.32,0.81,0.1045,0.3333,230
0.34,0.81,0.1045,0.3485,90
0.34,0.81,0.1045,0.3485,119
0.34,0.81,0.1045,0.3485,144
0.42,0.77,0.1642,0.4242,183
0.42,0.77,0.1642,0.4242,156
0.44,0.72,0.1343,0.4394,188
0.46,0.67,0.194,0.4545,281
0.46,0.63,0.1642,0.4545,495
0.44,0.67,0.194,0.4394,421
0.42,0.71,0.1642,0.4242,330
0.42,0.71,0.194,0.4242,240
0.44,0.67,0.1343,0.4394,174
0.38,0.76,0.2985,0.3939,133
0.4,0.76,0.3284,0.4091,67
0.4,0.71,0.2836,0.4091,42
0.38,0.76,0.2985,0.3939,12
0.4,0.76,0.3582,0.4091,14
0.36,0.87,0.2537,0.3333,7
0.32,0.7,0.4925,0.2879,3
0.3,0.7,0.5522,0.2424,21
0.26,0.75,0.2239,0.2576,73
0.26,0.6,0.2239,0.2576,177
0.24,0.52,0.3582,0.2121,419
0.22,0.47,0.3881,0.197,214
0.24,0.44,0.4478,0.197,103
0.24,0.38,0.6119,0.1818,114
0.24,0.38,0.4925,0.197,154
0.26,0.33,0.5224,0.2121,154
0.26,0.33,0.5522,0.2121,129
0.26,0.33,0.5821,0.2121,138
0.28,0.3,0.4627,0.2424,233
0.28,0.33,0.4179,0.2424,332
0.26,0.38,0.2985,0.2273,301
0.26,0.38,0.2836,0.2424,206
0.24,0.41,0.1642,0.2424,136
0.24,0.41,0.2836,0.2121,102
0.2,0.47,0.3284,0.1818,65
0.18,0.47,0.194,0.1818,65
0.16,0.47,0.1045,0.1818,44
0.16,0.47,0.194,0.1515,50
0.16,0.47,0.1642,0.1667,38
0.14,0.54,0.1045,0.1667,20
0.14,0.5,0.1343,0.1515,3
0.14,0.5,0.1343,0.1515,4
0.14,0.5,0.0,0.1515,5
0.14,0.5,0.1343,0.1515,24
0.12,0.54,0.1045,0.1515,92
0.14,0.5,0.1045,0.1667,81
0.16,0.47,0.0,0.2273,149
0.2,0.4,0.194,0.197,178
0.22,0.41,0.2537,0.2121,219
0.22,0.44,0.2836,0.2121,220
0.24,0.41,0.2985,0.2121,231
0.24,0.38,0.2985,0.2121,226
0.24,0.38,0.2239,0.2273,206
0.24,0.41,0.2537,0.2273,144
0.22,0.41,0.194,0.2273,143
0.2,0.47,0.2239,0.197,102
0.2,0.44,0.2537,0.197,103
0.18,0.43,0.2537,0.1667,69
0.16,0.47,0.3582,0.1364,66
0.16,0.47,0.2239,0.1515,76
0.16,0.47,0.3284,0.1364,59
0.16,0.47,0.2985,0.1364,42
0.16,0.47,0.2836,0.1364,43
0.16,0.48,0.3881,0.1364,25
0.16,0.47,0.3881,0.1364,6
0.16,0.47,0.3284,0.1364,5
0.14,0.5,0.2836,0.1212,8
0.12,0.54,0.2836,0.1212,17
0.12,0.54,0.2239,0.1212,36
0.12,0.54,0.194,0.1364,90
0.14,0.54,0.2836,0.1212,126
0.16,0.47,0.2239,0.1515,165
0.18,0.4,0.2985,0.1667,234
0.2,0.34,0.2836,0.1818,224
0.2,0.32,0.3582,0.1818,188
0.22,0.27,0.194,0.2273,206
0.22,0.29,0.2985,0.2121,205
0.22,0.25,0.2537,0.2121,146
0.18,0.29,0.2239,0.1818,120
0.16,0.37,0.1642,0.1667,110
0.16,0.37,0.1045,0.1818,95
0.16,0.4,0.1642,0.1667,72
0.18,0.37,0.0896,0.2121,60
0.16,0.43,0.0896,0.197,29
0.14,0.46,0.1343,0.1515,25
0.14,0.43,0.1045,0.1667,20
0.14,0.46,0.0,0.2121,17
0.12,0.5,0.0,0.197,3
0.12,0.58,0.1045,0.1515,8
0.12,0.54,0.0896,0.1667,6
0.1,0.54,0.0896,0.1364,13
0.1,0.54,0.1045,0.1364,33
0.1,0.58,0.1642,0.1212,78
0.1,0.58,0.1642,0.1212,96
0.14,0.59,0.194,0.1364,126
0.16,0.59,0.2537,0.1515,179
0.2,0.55,0.3284,0.1818,185
0.24,0.41,0.4179,0.197,228
0.24,0.44,0.3881,0.2121,181
0.26,0.44,0.4478,0.2121,192
0.26,0.44,0.3582,0.2273,180
0.26,0.48,0.3284,0.2273,193
0.26,0.52,0.3284,0.2273,181
0.26,0.56,0.2836,0.2424,144
0.26,0.6,0.2836,0.2424,90
0.28,0.52,0.3284,0.2576,49
0.3,0.49,0.3582,0.2727,43
0.26,0.7,0.2985,0.2273,28
0.26,0.7,0.3284,0.2273,12
0.28,0.65,0.3582,0.2576,2
0.28,0.75,0.2537,0.2727,12
0.32,0.66,0.3284,0.303,2
0.32,0.66,0.3284,0.303,13
0.3,0.75,0.2537,0.2879,57
0.3,0.81,0.2239,0.2879,126
0.3,0.81,0.2836,0.2879,93
0.32,0.81,0.2537,0.303,68
0.3,0.87,0.2537,0.2879,62
0.34,0.87,0.1045,0.3485,75
0.32,0.87,0.2836,0.303,86
0.38,0.76,0.3284,0.3939,103
0.44,0.62,0.4925,0.4394,132
0.44,0.62,0.4925,0.4394,129
0.46,0.63,0.5522,0.4545,219
0.46,0.63,0.4478,0.4545,462
0.46,0.63,0.4478,0.4545,463
0.46,0.63,0.4179,0.4545,308
0.46,0.63,0.3582,0.4545,180
0.46,0.67,0.4627,0.4545,180
0.46,0.72,0.3881,0.4545,90
0.46,0.72,0.3881,0.4545,61
0.46,0.77,0.3284,0.4545,17
0.46,0.77,0.3284,0.4545,10
0.44,0.51,0.4925,0.4394,2
0.44,0.51,0.4925,0.4394,4
0.34,0.46,0.5224,0.2879,1
0.34,0.46,0.5224,0.2879,29
0.34,0.36,0.5224,0.2879,88
0.32,0.42,0.3582,0.2879,263
0.3,0.52,0.4179,0.2727,489
0.28,0.52,0.3284,0.2576,202
0.3,0.42,0.4627,0.2727,93
0.3,0.42,0.3881,0.2727,114
0.3,0.39,0.4925,0.2576,161
0.3,0.42,0.4627,0.2727,130
0.3,0.33,0.3881,0.2727,105
0.3,0.33,0.5224,0.2576,130
0.28,0.3,0.5224,0.2273,176
0.26,0.33,0.4478,0.2121,346
0.24,0.32,0.3582,0.2121,355
0.22,0.37,0.3881,0.197,256
0.22,0.37,0.2537,0.2121,165
0.2,0.4,0.4179,0.1667,124
0.18,0.47,0.2537,0.1667,78
0.16,0.47,0.2985,0.1364,38
0.14,0.5,0.194,0.1364,16
0.14,0.5,0.1642,0.1515,5
0.14,0.5,0.1343,0.1515,3
0.12,0.54,0.1045,0.1515,4
0.12,0.54,0.1045,0.1515,1
0.12,0.55,0.2537,0.1212,19
0.12,0.54,0.1642,0.1364,86
0.12,0.54,0.0896,0.1667,206
0.12,0.54,0.1045,0.1515,423
0.12,0.54,0.0,0.197,210
